Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day_Sort,Month,Month_sort,Age_Group,Quantity_Category,Weekday_flag
987,29-04-2023,CUST987,Female,30,Clothing,3,300,900,Saturday,6,April,4,25–34,Few Items,Weekend
988,28-05-2023,CUST988,Female,63,Clothing,3,25,75,Sunday,7,May,5,55–64,Few Items,Weekend
989,28-12-2023,CUST989,Female,44,Electronics,1,25,25,Thursday,4,December,12,35–44,Single Item,Weekday
990,25-05-2023,CUST990,Female,58,Beauty,2,500,1000,Thursday,4,May,5,55–64,Few Items,Weekday
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,Tuesday,2,December,12,25–34,Few Items,Weekday
992,21-08-2023,CUST992,Female,57,Electronics,2,30,60,Monday,1,August,8,55–64,Few Items,Weekday
993,06-02-2023,CUST993,Female,48,Electronics,3,50,150,Monday,1,February,2,45–54,Few Items,Weekday
994,18-12-2023,CUST994,Female,51,Beauty,2,500,1000,Monday,1,December,12,45–54,Few Items,Weekday
995,30-04-2023,CUST995,Female,41,Clothing,1,30,30,Sunday,7,April,4,35–44,Single Item,Weekend
996,16-05-2023,CUST996,Male,62,Clothing,1,50,50,Tuesday,2,May,5,55–64,Single Item,Weekday
997,17-11-2023,CUST997,Male,52,Beauty,3,30,90,Friday,5,November,11,45–54,Few Items,Weekday
998,29-10-2023,CUST998,Female,23,Beauty,4,25,100,Sunday,7,October,10,18–24,Bulk Purchase,Weekend
999,05-12-2023,CUST999,Female,36,Electronics,3,50,150,Tuesday,2,December,12,35–44,Few Items,Weekday
1000,12-04-2023,CUST1000,Male,47,Electronics,4,30,120,Wednesday,3,April,4,45–54,Bulk Purchase,Weekday
